compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,41.12,6.0,6.0,0.92058,0.00046,10.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,2.0788801935853165,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,20.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.0740920111100651,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,30.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.5510810738398886,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,40.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.2807268700291956,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,50.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.13789420704743283,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,60.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.06799577733854778,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,70.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.031640310227301516,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,80.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.016061622802793545,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,90.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.008512301777909398,Compound 1339381305937195444
6.0,41.12,6.0,6.0,0.92058,0.00046,100.0,300.0,Compound 1339381305937195444,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.004528529575109108,Compound 1339381305937195444
