compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,40.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.057997852946642,Compound 3531248556905510213
6.0,45.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.10691294957724111,Compound 3531248556905510213
6.0,50.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.17785973746153216,Compound 3531248556905510213
6.0,60.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.39455904722285573,Compound 3531248556905510213
6.0,70.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.7149497567844341,Compound 3531248556905510213
6.0,80.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.1448572708653353,Compound 3531248556905510213
6.0,90.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.661354326676907,Compound 3531248556905510213
6.0,100.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,2.246623783922171,Compound 3531248556905510213
6.0,110.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,2.8844726062467996,Compound 3531248556905510213
6.0,120.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,3.5439638318670577,Compound 3531248556905510213
6.0,130.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.219147116324535,Compound 3531248556905510213
6.0,140.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.890534085090537,Compound 3531248556905510213
6.0,150.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,5.596946735620144,Compound 3531248556905510213
6.0,160.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,6.307319354877997,Compound 3531248556905510213
6.0,170.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,7.0152146245516604,Compound 3531248556905510213
6.0,180.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,7.7055592023005754,Compound 3531248556905510213
6.0,190.0,6.0,6.0,0.92058,0.00046,60.15,300.0,Compound 3531248556905510213,0.0,20.0,0.00017,110.7581,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,8.365047233468285,Compound 3531248556905510213
