compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,10.4,6.0,6.0,0.92,747.0,269.0,300.0,Compound 109858474716309020,0.0,20.0,670.0,269.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.216889323685845e-07,Compound 109858474716309020
6.0,29.0,6.0,6.0,0.955,50.4,62.5,300.0,Compound -6428470274817842070,0.0,20.0,10.0,62.5,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0001554766402143217,Compound -6428470274817842070
6.0,89.06,6.0,6.0,1.0,402000.0,2984.0,300.0,Compound 7866836827293747276,0.0,20.0,4000000.0,2984.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.3575787189217317e-05,Compound 7866836827293747276
6.0,17.8,6.0,6.0,0.84,201.0,17.7,300.0,Compound -7582336862300213572,0.0,20.0,12.0,17.7,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.086158360797834e-05,Compound -7582336862300213572
6.0,1.1,6.0,6.0,0.79,1.66e-06,108698.85,300.0,Compound 7514382056760392676,0.0,20.0,0.0006,108698.8491,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 7514382056760392676
6.0,4.7,6.0,6.0,0.95,1.59e-13,188809.16,300.0,Compound 309708262765699278,0.0,20.0,1e-10,188809.1632,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 309708262765699278
6.0,13.68,6.0,6.0,1.0,82700000.0,130.0,300.0,Compound -5817308208438514193,0.0,20.0,36000000.0,130.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.820895066481204e-08,Compound -5817308208438514193
6.0,89.06,6.0,6.0,1.0,75100000.0,12.0,300.0,Compound -7750962539027236181,0.0,20.0,3000000.0,12.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,7.911185531050897e-08,Compound -7750962539027236181
6.0,275.0,6.0,6.0,0.869,1.72,1434.0,300.0,Compound -1748075827543326712,0.0,20.0,8.2,1434.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -1748075827543326712
6.0,164.0,6.0,6.0,0.78,0.0745,59326.79,300.0,Compound -8222904795156228791,0.0,20.0,15.0,59326.787,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -8222904795156228791
6.0,1.6,6.0,6.0,1.0,20000000000.0,3.0,300.0,Compound 8402314550646786039,0.0,20.0,200000000.0,3.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,3.527918757580802e-11,Compound 8402314550646786039
6.0,428.0,6.0,6.0,0.824,3.12e-05,189340.53,300.0,Compound 4724781130855903865,0.0,20.0,0.02,189340.5324,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 4724781130855903865
6.0,16.0,6.0,6.0,0.943,6.65e-05,189343.14,300.0,Compound 4356110142488288135,0.0,20.0,0.042,189343.1364,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 4356110142488288135
