compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,34.68,6.0,6.0,0.91353,0.0074,53.28,300.0,Compound 2014041083255714131,0.0,20.0,0.014,556.4317,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.022057852486923102,Compound 2014041083255714131
6.0,50.19,6.0,6.0,0.99559,0.00436,114.58,300.0,Compound -7473831609462940453,0.0,20.0,2.3e-07,0.0155,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.09420461216727902,Compound -7473831609462940453
6.0,3.74,6.0,6.0,0.92768,34200.0,56.56,300.0,Compound 4203349492471266515,0.0,20.0,720000.0,6277.4242,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,2.1152409924682787e-05,Compound 4203349492471266515
6.0,49.23,6.0,6.0,0.9909,1.1e-06,3783.39,300.0,Compound 345310469480837488,0.0,20.0,1.2e-06,338.7752,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.317831873447022e-18,Compound 345310469480837488
6.0,217.22,6.0,6.0,0.99621,0.0921,386.52,300.0,Compound -7422640282276206097,0.0,20.0,0.04,129.6708,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.18847409705913024,Compound -7422640282276206097
6.0,75.43,6.0,6.0,0.9214,0.0108,7.94,300.0,Compound 5146123408429354557,0.0,20.0,5.9e-07,0.0165,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,4.564200281638135,Compound 5146123408429354557
6.0,8.51,6.0,6.0,0.90829,9650.0,994.2,300.0,Compound -8628796704843027025,0.0,20.0,3200.0,100.6336,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,2.1577343445498247e-07,Compound -8628796704843027025
6.0,55.3,6.0,6.0,0.94292,4.48,957.96,300.0,Compound 3223387455523578776,0.0,20.0,59.0,3980.0819,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,5.861524179188651e-18,Compound 3223387455523578776
6.0,30.43,6.0,6.0,0.97869,0.000154,10889.73,300.0,Compound -665965308420819103,0.0,20.0,0.04,77351.8654,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -665965308420819103
6.0,34.74,6.0,6.0,0.92664,0.0631,856.96,300.0,Compound 7382349025435771362,0.0,20.0,7.9e-05,0.3769,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 7382349025435771362
6.0,10.66,6.0,6.0,0.96483,137.0,18.41,300.0,Compound -6484567417373838408,0.0,20.0,0.015,0.0334,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.00011327609513429027,Compound -6484567417373838408
