,combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
0,6.0,1.01,6.0,6.0,0.94219,0.0165,3043.85,300.0,Compound -1517199182444263872,0.0,20.0,0.19,3483.1221,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1517199182444263872
1,6.0,5.08,6.0,6.0,0.98107,2.06e-07,492.61,300.0,Compound -3719194969711690939,0.0,20.0,9e-08,131.608,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.632638830140794e-19,Compound -3719194969711690939
2,6.0,11704.64,6.0,6.0,0.94835,6.4e-06,2859.79,300.0,Compound -3511225134872878996,0.0,20.0,1.5e-07,7.1078,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.378502123808773e-12,Compound -3511225134872878996
3,6.0,289.41,6.0,6.0,0.93194,0.0002,4205.73,300.0,Compound 7282453062738742072,0.0,20.0,0.00095,1423.8461,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 7282453062738742072
4,6.0,61.02,6.0,6.0,0.93225,4.09e-07,965.75,300.0,Compound -8127241141292225586,0.0,20.0,7.7e-06,5666.8117,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.0800043044567466e-17,Compound -8127241141292225586
5,6.0,220.23,6.0,6.0,0.90667,6.07e-05,59.52,300.0,Compound -4496780563765182314,0.0,20.0,2.1e-05,101.7808,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,10.26281309910811,Compound -4496780563765182314
6,6.0,2.82,6.0,6.0,0.91774,4.97e-10,6190.34,300.0,Compound 3507570714914412886,0.0,20.0,3.4e-11,20.7534,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3507570714914412886
7,6.0,172.83,6.0,6.0,0.98315,9.3e-05,2945.05,300.0,Compound 6928690714334456344,0.0,20.0,0.015,48509.3503,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.8915966568123296e-11,Compound 6928690714334456344
8,6.0,2.73,6.0,6.0,0.96377,16.3,260.45,300.0,Compound -786394358139511174,0.0,20.0,0.0093,0.172,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -786394358139511174
9,6.0,1.12,6.0,6.0,0.9424,0.00104,31.55,300.0,Compound 5309255655867350231,0.0,20.0,0.00063,180.3084,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.807012769444712e-19,Compound 5309255655867350231
10,6.0,9.75,6.0,6.0,0.99879,297000000000.0,376.22,300.0,Compound 2615553780975003825,0.0,20.0,35000000.0,0.0356,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.1460026708606078e-11,Compound 2615553780975003825
11,6.0,9.82,6.0,6.0,0.93081,467.0,47.18,300.0,Compound -1749054667355383304,0.0,20.0,21000.0,13659.485,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.4726752557469824e-05,Compound -1749054667355383304
12,6.0,13.95,6.0,6.0,0.90024,1.98e-05,311.28,300.0,Compound -1638523665300180499,0.0,20.0,0.00011,1707.0791,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1638523665300180499
13,6.0,190.86,6.0,6.0,0.98504,6.46e-05,400.19,300.0,Compound 8571006237587793401,0.0,20.0,0.046,215107.2412,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.2154451185471854,Compound 8571006237587793401
14,6.0,2278.81,6.0,6.0,0.91931,3.06,18.73,300.0,Compound -5981562633776274988,0.0,20.0,1.2,114.4579,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.371060461173256,Compound -5981562633776274988
15,6.0,17.91,6.0,6.0,0.95588,0.0194,1482.07,300.0,Compound -4858765498100303052,0.0,20.0,12.0,178387.1439,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -4858765498100303052
16,6.0,3.79,6.0,6.0,0.92437,3.66,231.41,300.0,Compound -9153304341940354495,0.0,20.0,0.011,0.8643,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -9153304341940354495
17,6.0,26.03,6.0,6.0,0.95036,0.324,70.02,300.0,Compound -7170218228978118118,0.0,20.0,220.0,207309.8748,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0007030279154166,Compound -7170218228978118118
18,6.0,47.31,6.0,6.0,0.96547,0.224,364.86,300.0,Compound -85640829819203652,0.0,20.0,2.0,2672.0817,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.7833693738118588e-06,Compound -85640829819203652
19,6.0,86.02,6.0,6.0,0.94866,4.4,55.75,300.0,Compound -8247907508809596216,0.0,20.0,4.5,304.2934,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0385747283765685,Compound -8247907508809596216
20,6.0,4665.79,6.0,6.0,0.98048,0.317,234.25,300.0,Compound 7511085864686251415,0.0,20.0,0.14,135.0995,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.8932046470322055,Compound 7511085864686251415
21,6.0,9.44,6.0,6.0,0.92659,66.4,61.68,300.0,Compound 6653070801820693722,0.0,20.0,0.0011,0.0049,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.7540966403038007e-08,Compound 6653070801820693722
22,6.0,57.08,6.0,6.0,0.96193,3.42e-07,13.73,300.0,Compound 3484942308534433135,0.0,20.0,3.6e-08,31.6779,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.332740036732778,Compound 3484942308534433135
23,6.0,166.23,6.0,6.0,0.90722,2.2e-06,13.52,300.0,Compound -2764633853982512069,0.0,20.0,1.7e-06,234.3901,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,21.706403240722985,Compound -2764633853982512069
24,6.0,49.56,6.0,6.0,0.93541,0.00109,130.68,300.0,Compound 3054905037734613906,0.0,20.0,0.024,6568.757,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0070090569517379,Compound 3054905037734613906
0,6.0,840.56,6.0,6.0,0.92758,3.22e-05,5052.55,300.0,Compound -5263995358447705434,0.0,20.0,4.2e-05,392.1241,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -5263995358447705434
1,6.0,411.55,6.0,6.0,0.93789,495.0,1473.64,300.0,Compound -5953487263319047791,0.0,20.0,0.021,0.0129,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0001660530964903,Compound -5953487263319047791
2,6.0,536.1,6.0,6.0,0.91411,21700.0,17700.97,300.0,Compound 1316992716240270308,0.0,20.0,400.0,5.5932,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.749475656906382e-05,Compound 1316992716240270308
3,6.0,76.36,6.0,6.0,0.94444,79900.0,119.93,300.0,Compound -1103467873790840770,0.0,20.0,16000.0,60.8451,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.511439921240284e-05,Compound -1103467873790840770
4,6.0,47.48,6.0,6.0,0.91777,0.0153,62.5,300.0,Compound 1599439372516055249,0.0,20.0,0.0016,31.7759,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0532963990573139,Compound 1599439372516055249
5,6.0,8.28,6.0,6.0,0.98958,3.45,55.73,300.0,Compound -7835961725555327802,0.0,20.0,1.3,117.2084,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.0099559288613015e-06,Compound -7835961725555327802
6,6.0,10.19,6.0,6.0,0.91152,533.0,1095.63,300.0,Compound 8586335147829315144,0.0,20.0,2.5,1.3835,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 8586335147829315144
7,6.0,29.08,6.0,6.0,0.96143,2620.0,888.41,300.0,Compound 5796045564161108775,0.0,20.0,3.2,0.3651,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.9240665037139708e-05,Compound 5796045564161108775
8,6.0,8.07,6.0,6.0,0.9511,0.00887,10.98,300.0,Compound 561204915774496702,0.0,20.0,0.0047,157.8968,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0011581029217437,Compound 561204915774496702
9,6.0,1698.59,6.0,6.0,0.99283,0.996,2779.99,300.0,Compound 2801976026451645866,0.0,20.0,55.0,16672.6264,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.974893046972905e-07,Compound 2801976026451645866
10,6.0,120.47,6.0,6.0,0.9478,8.72e-06,146.67,300.0,Compound 1873516951730411636,0.0,20.0,7.4e-08,2.5483,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.6799137690266722,Compound 1873516951730411636
11,6.0,7.0,6.0,6.0,0.99617,667000.0,169.35,300.0,Compound -6455205714216886335,0.0,20.0,24000.0,10.9937,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.020467804517239e-06,Compound -6455205714216886335
12,6.0,175.59,6.0,6.0,0.92824,3.51e-10,63091.28,300.0,Compound 294113174507829685,0.0,20.0,1.9e-12,1.6539,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 294113174507829685
13,6.0,9.71,6.0,6.0,0.9356,1.07,14.3,300.0,Compound -5029825389176209706,0.0,20.0,5.1,1429.9056,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0001800910475183,Compound -5029825389176209706
14,6.0,5.01,6.0,6.0,0.95663,0.0688,1059.79,300.0,Compound 376233708261360754,0.0,20.0,0.0037,16.1275,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 376233708261360754
15,6.0,52.23,6.0,6.0,0.98187,1240.0,40.1,300.0,Compound -7043492307878879060,0.0,20.0,1600.0,387.5449,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0010288424622213,Compound -7043492307878879060
16,6.0,481.2,6.0,6.0,0.97224,3.44e-05,240.48,300.0,Compound -1502769815237337287,0.0,20.0,1.4e-07,1.1832,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,8.287103791909193,Compound -1502769815237337287
17,6.0,59.21,6.0,6.0,0.91317,0.000354,68.03,300.0,Compound 4516288887415082376,0.0,20.0,0.25,212397.3877,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.2186797560059518,Compound 4516288887415082376
0,6.0,141.3,6.0,6.0,0.9491,2.16e-09,112.48,300.0,Compound 7060620031216982169,0.0,20.0,4.3e-10,59.9338,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.2740428410674096,Compound 7060620031216982169
1,6.0,28.36,6.0,6.0,0.94779,1.75e-05,12942.03,300.0,Compound -2995371652766529987,0.0,20.0,0.24,4158332.2397,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -2995371652766529987
2,6.0,2.14,6.0,6.0,0.96466,2.05e-07,59.98,300.0,Compound 2918947108240165917,0.0,20.0,2.3e-06,3300.7892,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.4133073011047695e-14,Compound 2918947108240165917
3,6.0,36.55,6.0,6.0,0.9448,0.0329,103.29,300.0,Compound 4163556337507012403,0.0,20.0,0.0025,22.6615,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0021482882114486,Compound 4163556337507012403
4,6.0,3.14,6.0,6.0,0.95285,212.0,1231.52,300.0,Compound -2658726271853978037,0.0,20.0,0.014,0.0202,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -2658726271853978037
5,6.0,1.46,6.0,6.0,0.92972,3.1,76.85,300.0,Compound -8686139793299062539,0.0,20.0,420.0,40351.5289,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -8686139793299062539
6,6.0,8.17,6.0,6.0,0.94876,6.55e-09,9946.31,300.0,Compound 4624605581412814194,0.0,20.0,2.8e-09,126.6132,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 4624605581412814194
7,6.0,2.23,6.0,6.0,0.95634,7.94,128.84,300.0,Compound 6482026856683754491,0.0,20.0,3.0,112.5223,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 6482026856683754491
8,6.0,43.65,6.0,6.0,0.95899,0.0919,270.1,300.0,Compound -8419863333367183980,0.0,20.0,4.5,14610.6083,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.178234838052094e-05,Compound -8419863333367183980
9,6.0,205.44,6.0,6.0,0.92873,0.0121,186.88,300.0,Compound 6404429996237377039,0.0,20.0,0.0006,14.8253,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.9312974019270874,Compound 6404429996237377039
10,6.0,213.17,6.0,6.0,0.90606,1.41e-07,55.51,300.0,Compound -5738944740241545849,0.0,20.0,4e-05,84210.9782,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,10.452561056930898,Compound -5738944740241545849
11,6.0,7.21,6.0,6.0,0.98953,1.45e-05,3797.88,300.0,Compound 5158775293149849032,0.0,20.0,0.00058,11919.8402,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 5158775293149849032
12,6.0,383.31,6.0,6.0,0.91342,12.8,201.35,300.0,Compound -4462698847347870161,0.0,20.0,0.0011,0.0269,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0158237069516242,Compound -4462698847347870161
13,6.0,77.58,6.0,6.0,0.95415,0.00745,3937.33,300.0,Compound -6476963389491032425,0.0,20.0,0.00019,7.6774,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -6476963389491032425
14,6.0,75.42,6.0,6.0,0.99552,37.5,8531.11,300.0,Compound -1180854240133345787,0.0,20.0,3.5,27.7723,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.983493137975125e-19,Compound -1180854240133345787
15,6.0,251.58,6.0,6.0,0.97462,0.122,81.26,300.0,Compound -7785166119489622041,0.0,20.0,1.8,4416.5947,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.486583347127959,Compound -7785166119489622041
16,6.0,8.08,6.0,6.0,0.96356,285000.0,775.19,300.0,Compound -6286079702118047802,0.0,20.0,37.0,0.0391,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.130260864290264e-06,Compound -6286079702118047802
17,6.0,131.75,6.0,6.0,0.93941,0.491,3937.45,300.0,Compound 8090591003935060344,0.0,20.0,0.067,40.9336,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 8090591003935060344
18,6.0,0.65,6.0,6.0,0.91394,57.6,882.62,300.0,Compound 8900006911084152988,0.0,20.0,0.007,0.0367,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 8900006911084152988
19,6.0,1.75,6.0,6.0,0.99165,0.0918,9.48,300.0,Compound -6292764060767900609,0.0,20.0,0.024,77.6799,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.272339905847979e-09,Compound -6292764060767900609
20,6.0,73.74,6.0,6.0,0.9583,0.000275,152.83,300.0,Compound 3009910099726221082,0.0,20.0,0.0043,4675.7302,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0883106951446773,Compound 3009910099726221082
21,6.0,3.74,6.0,6.0,0.9043,532000.0,324.69,300.0,Compound -5522426678003782645,0.0,20.0,5400000.0,3017.9623,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.0469669213629653e-06,Compound -5522426678003782645
22,6.0,205.04,6.0,6.0,0.92253,42.0,5151.0,300.0,Compound -5541894275010428930,0.0,20.0,66.0,468.409,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -5541894275010428930
23,6.0,9.83,6.0,6.0,0.96743,3.42e-05,2521.47,300.0,Compound 7560756851731907632,0.0,20.0,0.00085,7420.2465,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 7560756851731907632
24,6.0,7.09,6.0,6.0,0.97132,22.4,505.94,300.0,Compound -683447454427733546,0.0,20.0,5.6,74.751,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.45217572105577e-21,Compound -683447454427733546
25,6.0,116.6,6.0,6.0,0.94926,4970.0,108.22,300.0,Compound 4622563926748129477,0.0,20.0,0.017,0.001,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0005458513602823,Compound 4622563926748129477
26,6.0,156.84,6.0,6.0,0.99251,6.04e-06,165.13,300.0,Compound -7730044199019884365,0.0,20.0,9.9e-07,49.0496,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.137454314317496,Compound -7730044199019884365
0,6.0,52.36,6.0,6.0,0.92975,1.24e-07,3163.58,300.0,Compound -7100661606035945819,0.0,20.0,8.8e-09,21.2528,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -7100661606035945819
1,6.0,6.78,6.0,6.0,0.99069,2.72e-06,2200.48,300.0,Compound 387090391693334314,0.0,20.0,1.4e-07,15.4138,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 387090391693334314
2,6.0,4.33,6.0,6.0,0.95517,0.0298,477.08,300.0,Compound 8821127909953104924,0.0,20.0,0.0013,12.9556,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 8821127909953104924
3,6.0,66.14,6.0,6.0,0.95737,0.000779,12.85,300.0,Compound -1504665527767466564,0.0,20.0,730.0,282108577.5486,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.249324569442853,Compound -1504665527767466564
4,6.0,59.89,6.0,6.0,0.97679,0.615,4870.31,300.0,Compound -6293156324009234905,0.0,20.0,130.0,64496.8366,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -6293156324009234905
5,6.0,106.81,6.0,6.0,0.96239,0.714,1522.0,300.0,Compound 7112904722125316654,0.0,20.0,0.04,16.7789,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.48254524055852e-12,Compound 7112904722125316654
6,6.0,358.34,6.0,6.0,0.92835,47400.0,402.59,300.0,Compound -4605873227170429756,0.0,20.0,0.66,0.0042,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.000104076340234,Compound -4605873227170429756
7,6.0,600.82,6.0,6.0,0.93625,225.0,674.29,300.0,Compound -4150884995384123989,0.0,20.0,0.31,0.4136,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0013385999008529,Compound -4150884995384123989
8,6.0,1.47,6.0,6.0,0.90603,3.14,35.0,300.0,Compound -4914766153997776021,0.0,20.0,1.0,96.3795,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -4914766153997776021
9,6.0,0.25,6.0,6.0,0.97269,0.00123,2242.13,300.0,Compound 8218304944635651790,0.0,20.0,0.00033,80.2275,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 8218304944635651790
10,6.0,21.43,6.0,6.0,0.94937,0.00249,4281.4,300.0,Compound -1503567157334458443,0.0,20.0,3.7e-05,4.5034,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1503567157334458443
11,6.0,17.47,6.0,6.0,0.90931,1.36,4.9,300.0,Compound 5942335490873763550,0.0,20.0,0.0021,0.4545,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0163265881405416,Compound 5942335490873763550
12,6.0,23.25,6.0,6.0,0.96836,15.1,166.3,300.0,Compound -2720620658002154389,0.0,20.0,1.1,22.8191,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.1681294311299875e-07,Compound -2720620658002154389
13,6.0,80.77,6.0,6.0,0.90916,0.175,279.46,300.0,Compound 2336546400620966096,0.0,20.0,0.00041,0.7091,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.5881416587830938e-06,Compound 2336546400620966096
14,6.0,270.0,6.0,6.0,0.97301,0.000539,191.25,300.0,Compound -3226111166819078049,0.0,20.0,0.00062,344.7261,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.3039863181851015,Compound -3226111166819078049
15,6.0,4.2,6.0,6.0,0.99726,0.00887,6046.43,300.0,Compound -7948441561311786290,0.0,20.0,980.0,33061151.9356,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -7948441561311786290
16,6.0,0.85,6.0,6.0,0.96553,31.8,7.33,300.0,Compound 4852400927802850524,0.0,20.0,9500.0,89347.9087,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.371034705887497e-12,Compound 4852400927802850524
17,6.0,49.1,6.0,6.0,0.99108,0.0291,107.73,300.0,Compound -6523519793740590343,0.0,20.0,0.054,560.0123,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0571824759794031,Compound -6523519793740590343
18,6.0,5.77,6.0,6.0,0.97907,1.55,115.42,300.0,Compound 5910496573474078226,0.0,20.0,0.026,5.0951,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.031372273423079e-11,Compound 5910496573474078226
19,6.0,23.04,6.0,6.0,0.99366,0.00561,410.29,300.0,Compound -2889128574731424823,0.0,20.0,0.12,6600.0893,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.091695197646254e-08,Compound -2889128574731424823
20,6.0,0.46,6.0,6.0,0.97983,0.123,13.88,300.0,Compound 7434023865123960314,0.0,20.0,0.97,2352.6026,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.463933712849927e-13,Compound 7434023865123960314
21,6.0,4.84,6.0,6.0,0.99948,6940000.0,838.46,300.0,Compound 7290694406975484885,0.0,20.0,2300.0,0.0974,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.081463191481532e-07,Compound 7290694406975484885
22,6.0,49.41,6.0,6.0,0.90099,3380.0,120.35,300.0,Compound 118901893268737309,0.0,20.0,58.0,5.1178,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0003360214836907,Compound 118901893268737309
23,6.0,18.09,6.0,6.0,0.96063,4.72,1634.59,300.0,Compound -8674329810067314121,0.0,20.0,0.31,19.964,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -8674329810067314121
24,6.0,48.99,6.0,6.0,0.91336,0.00742,4.8,300.0,Compound 5717727180201691849,0.0,20.0,0.0034,138.5069,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.645358015301912,Compound 5717727180201691849
25,6.0,21.72,6.0,6.0,0.96434,0.0147,0.58,300.0,Compound -9109218770362623594,0.0,20.0,0.37,7594.2002,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.4563125269286142,Compound -9109218770362623594
0,6.0,2.05,6.0,6.0,0.95107,7.18e-06,5086.42,300.0,Compound 1753867000624068329,0.0,20.0,1.3e-08,0.5424,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 1753867000624068329
1,6.0,7.37,6.0,6.0,0.90951,0.000399,2342.56,300.0,Compound -2853531113436354873,0.0,20.0,1.4e-05,10.1643,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -2853531113436354873
2,6.0,35.45,6.0,6.0,0.91164,0.0152,209.55,300.0,Compound -8044525617462628272,0.0,20.0,42.0,836572.5049,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.0222475052768786e-08,Compound -8044525617462628272
3,6.0,21.91,6.0,6.0,0.96138,3380.0,72.32,300.0,Compound 5029793381695495240,0.0,20.0,5200.0,459.8392,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.00027476851091,Compound 5029793381695495240
4,6.0,0.62,6.0,6.0,0.92263,6.76e-06,90.99,300.0,Compound 1128215200446265751,0.0,20.0,0.0012,53711.6181,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 1128215200446265751
5,6.0,25.32,6.0,6.0,0.96346,1.05,2677.07,300.0,Compound -3034162898532877352,0.0,20.0,370.0,106937.8879,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -3034162898532877352
6,6.0,7.8,6.0,6.0,0.92074,1.32e-06,142.37,300.0,Compound 3844824848474686480,0.0,20.0,9.1e-06,2072.7793,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.978782222385691e-18,Compound 3844824848474686480
7,6.0,40.68,6.0,6.0,0.9993,3.59,221.01,300.0,Compound -3283415560964791587,0.0,20.0,6.6,552.9195,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0001026304556925,Compound -3283415560964791587
8,6.0,31.68,6.0,6.0,0.91297,0.00134,219.86,300.0,Compound 2159934414953294763,0.0,20.0,0.00045,101.4815,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.033645346343638e-09,Compound 2159934414953294763
9,6.0,41.66,6.0,6.0,0.97124,0.852,610.41,300.0,Compound -297219195538617916,0.0,20.0,0.81,284.531,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,9.285793910680691e-10,Compound -297219195538617916
10,6.0,34.49,6.0,6.0,0.97797,0.885,369.9,300.0,Compound 7470400066642248980,0.0,20.0,0.11,35.7207,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.3470014866343158e-07,Compound 7470400066642248980
11,6.0,40.27,6.0,6.0,0.91743,0.0146,63.91,300.0,Compound 2381685820414049295,0.0,20.0,2.0,41037.3524,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.019077255260924,Compound 2381685820414049295
12,6.0,11.29,6.0,6.0,0.94027,0.00103,181.62,300.0,Compound 8412807057475154024,0.0,20.0,0.0078,2254.9232,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.3115397118819705e-13,Compound 8412807057475154024
13,6.0,36.33,6.0,6.0,0.99441,134.0,1121.39,300.0,Compound -4619696924818153033,0.0,20.0,36.0,81.0062,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.857445438451381e-08,Compound -4619696924818153033
14,6.0,1.94,6.0,6.0,0.9993,0.00145,35.2,300.0,Compound 2509492413786009277,0.0,20.0,3.9e-06,0.8042,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.7186567778548182e-10,Compound 2509492413786009277
15,6.0,3.34,6.0,6.0,0.97085,3.05e-07,320.45,300.0,Compound -882975423267721810,0.0,20.0,3.5e-10,0.3467,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -882975423267721810
16,6.0,5.21,6.0,6.0,0.92581,3.96e-06,125.52,300.0,Compound 1777881781576945345,0.0,20.0,9.4e-05,7134.6947,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,6.938544961590602e-20,Compound 1777881781576945345
17,6.0,0.61,6.0,6.0,0.94837,0.00176,7496.92,300.0,Compound 1151669853879969495,0.0,20.0,3.4e-06,0.5772,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 1151669853879969495
