compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.koc,compound.metabolites.0.formation_fraction,compound.metabolites.0.metabolite.dt50.sediment,compound.metabolites.0.metabolite.dt50.soil,compound.metabolites.0.metabolite.dt50.surfaceWater,compound.metabolites.0.metabolite.dt50.system,compound.metabolites.0.metabolite.freundlich,compound.metabolites.0.metabolite.koc,compound.metabolites.0.metabolite.molarMass,compound.metabolites.0.metabolite.name,compound.metabolites.0.metabolite.plant_uptake,compound.metabolites.0.metabolite.reference_temperature,compound.metabolites.0.metabolite.vapor_pressure,compound.metabolites.0.metabolite.water_solubility,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,1.compound_pec,0.compound_name,1.compound_name
6.0,132.46,6.0,6.0,0.76894,208.29,0.2,6.0,35.8,6.0,6.0,1.10741,254.17,300.0,Compound -7364454990449972754,0.0,20.0,0.0001,80.0,300.0,Compound 7752756209225783725,0.0,20.0,1.1e-07,264.3761,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.384363902858277e-05,0.16924947539405433,Compound 7752756209225783725,Compound -7364454990449972754
6.0,130.26,6.0,6.0,1.19621,166.73,0.2,6.0,139.78,6.0,6.0,1.02825,52.48,300.0,Compound -2764616304769716024,0.0,20.0,0.0001,80.0,300.0,Compound 4348736296659784903,0.0,20.0,6.8e-05,234.3302,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,11.092851875029826,3.631907702696223,Compound 4348736296659784903,Compound -2764616304769716024
6.0,307.94,6.0,6.0,0.95796,0.78,0.2,6.0,1.01,6.0,6.0,1.02803,1.28,300.0,Compound -5558553518511457349,0.0,20.0,0.0001,80.0,300.0,Compound -4426101737493687387,0.0,20.0,3e-06,147.3077,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.88818858887245,0.02884958546407802,Compound -4426101737493687387,Compound -5558553518511457349
6.0,82.43,6.0,6.0,1.17281,0.59,0.2,6.0,114.14,6.0,6.0,1.16331,314.64,300.0,Compound -8382819588708573641,0.0,20.0,0.0001,80.0,300.0,Compound 2899049243910843424,0.0,20.0,2.5e-05,47.4619,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,22.403540247058913,1.2305717853761022,Compound 2899049243910843424,Compound -8382819588708573641
6.0,295.35,6.0,6.0,0.93834,3.51,0.2,6.0,11.72,6.0,6.0,1.19915,421.34,300.0,Compound -5306435383005531067,0.0,20.0,0.0001,80.0,300.0,Compound 6601182962953934500,0.0,20.0,2.9e-05,1408.5145,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.65109612792328,0.13617025584423242,Compound 6601182962953934500,Compound -5306435383005531067
6.0,435.04,6.0,6.0,1.14655,1.66,0.2,6.0,16.93,6.0,6.0,1.07769,19.72,300.0,Compound -3721083917074249336,0.0,20.0,0.0001,80.0,300.0,Compound 7428694956299152261,0.0,20.0,6.9e-07,7.7662,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,45.53539330359427,0.27677035270512645,Compound 7428694956299152261,Compound -3721083917074249336
6.0,184.08,6.0,6.0,1.13338,0.14,0.2,6.0,20.2,6.0,6.0,0.93023,0.23,300.0,Compound -8344274759990984564,0.0,20.0,0.0001,80.0,300.0,Compound -403026624987932342,0.0,20.0,1.1e-06,20.8016,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,38.8137256096224,0.8668746452142602,Compound -403026624987932342,Compound -8344274759990984564
6.0,221.35,6.0,6.0,0.77392,13.78,0.2,6.0,351.65,6.0,6.0,0.79182,298.41,300.0,Compound -8600984261794648007,0.0,20.0,0.0001,80.0,300.0,Compound 5679182822966072819,0.0,20.0,2.3e-05,883.7606,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,27.755909251926568,0.2751737680763432,Compound 5679182822966072819,Compound -8600984261794648007
6.0,108.92,6.0,6.0,0.92884,1.1,0.2,6.0,4.63,6.0,6.0,0.7412,288.5,300.0,Compound 877107350512458300,0.0,20.0,0.0001,80.0,300.0,Compound 2395652943052786949,0.0,20.0,0.0089,17030.96,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,26.152465595468318,0.061269559947857516,Compound 2395652943052786949,Compound 877107350512458300
6.0,82.98,6.0,6.0,1.03076,733.58,0.2,6.0,4.85,6.0,6.0,1.06613,0.24,300.0,Compound -1705998494108798745,0.0,20.0,0.0001,80.0,300.0,Compound -3394874107759809290,0.0,20.0,6.5e-05,34.4702,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.019951358113056636,0.18809893799021452,Compound -3394874107759809290,Compound -1705998494108798745
6.0,132.4,6.0,6.0,1.16758,370.98,0.2,6.0,2.55,6.0,6.0,0.72039,5.05,300.0,Compound 7393930889969167839,0.0,20.0,0.0001,80.0,300.0,Compound 6429964235603919367,0.0,20.0,1.1e-05,12.9624,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.411735285248389,0.02220409226524274,Compound 6429964235603919367,Compound 7393930889969167839
6.0,415.71,6.0,6.0,0.82253,2.12,0.2,6.0,121.04,6.0,6.0,0.83049,21.25,300.0,Compound -5435953829038146984,0.0,20.0,0.0001,80.0,300.0,Compound -9046262362489248404,0.0,20.0,6.4e-10,1.2266,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.93225452721432,0.564487349897985,Compound -9046262362489248404,Compound -5435953829038146984
6.0,444.97,6.0,6.0,0.78049,95.91,0.2,6.0,203.33,6.0,6.0,0.84801,49.65,300.0,Compound -2235660800800699482,0.0,20.0,0.0001,80.0,300.0,Compound -6548887063764284940,0.0,20.0,0.00048,78.8231,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,11.116472529519413,1.9837161786947948,Compound -6548887063764284940,Compound -2235660800800699482
6.0,344.28,6.0,6.0,0.7917,18.49,0.2,6.0,8.94,6.0,6.0,0.86341,4.41,300.0,Compound -5298414575749325124,0.0,20.0,0.0001,80.0,300.0,Compound -965452010433797798,0.0,20.0,0.00064,5.5806,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,11.018409035681728,0.10682196229054206,Compound -965452010433797798,Compound -5298414575749325124
6.0,362.05,6.0,6.0,1.1354,204.79,0.2,6.0,262.55,6.0,6.0,1.15144,35.74,300.0,Compound -4390787554283181426,0.0,20.0,0.0001,80.0,300.0,Compound -6500013481615389350,0.0,20.0,0.00093,161.1022,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,17.763870317875252,3.7628385567722034,Compound -6500013481615389350,Compound -4390787554283181426
6.0,220.88,6.0,6.0,0.80127,185.22,0.2,6.0,6.85,6.0,6.0,1.07776,0.15,300.0,Compound 6373096184617177069,0.0,20.0,0.0001,80.0,300.0,Compound -4398223261268402465,0.0,20.0,7.7e-07,220.5511,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.8271533991021358,0.508464498197287,Compound -4398223261268402465,Compound 6373096184617177069
6.0,313.32,6.0,6.0,0.97348,0.84,0.2,6.0,14.08,6.0,6.0,0.76874,1008.31,300.0,Compound -5617696815291879154,0.0,20.0,0.0001,80.0,300.0,Compound 6837547429435867363,0.0,20.0,4.4e-07,56.7095,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,44.22453399730546,0.056586639127568866,Compound 6837547429435867363,Compound -5617696815291879154
6.0,394.35,6.0,6.0,0.96861,2.73,0.2,6.0,28.45,6.0,6.0,0.8104,1191.42,300.0,Compound -4559064645941987677,0.0,20.0,0.0001,80.0,300.0,Compound -3607897876939890811,0.0,20.0,1.8e-06,23.4813,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.01593564503702,0.05269964837975604,Compound -3607897876939890811,Compound -4559064645941987677
6.0,446.4,6.0,6.0,0.95071,2.17,0.2,6.0,231.67,6.0,6.0,0.90546,810.07,300.0,Compound 8288523667627258353,0.0,20.0,0.0001,80.0,300.0,Compound -451394297422955017,0.0,20.0,8.2e-05,1424.6704,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,44.207813108726576,0.08975161105563771,Compound -451394297422955017,Compound 8288523667627258353
6.0,2.19,6.0,6.0,0.78249,0.21,0.2,6.0,10.46,6.0,6.0,0.87878,0.76,300.0,Compound -7180877458292338638,0.0,20.0,0.0001,80.0,300.0,Compound -6301602298826218901,0.0,20.0,0.0022,8.1993,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,9.558879641609407e-07,0.032137843683255535,Compound -6301602298826218901,Compound -7180877458292338638
6.0,253.1,6.0,6.0,1.06182,0.39,0.2,6.0,11.21,6.0,6.0,1.00791,2022.57,300.0,Compound -1244735938857123970,0.0,20.0,0.0001,80.0,300.0,Compound 6017102907313807992,0.0,20.0,2.8e-05,1234.1947,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,42.71122328904958,0.06933333711617642,Compound 6017102907313807992,Compound -1244735938857123970
6.0,28.47,6.0,6.0,0.97591,78.25,0.2,6.0,2.13,6.0,6.0,0.98671,2195.89,300.0,Compound -6010647022061539607,0.0,20.0,0.0001,80.0,300.0,Compound 2348275479705127767,0.0,20.0,0.0011,144.0034,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.20546587775449046,0.0013501594048884167,Compound 2348275479705127767,Compound -6010647022061539607
6.0,357.0,6.0,6.0,0.83584,27.43,0.2,6.0,142.5,6.0,6.0,0.80355,27.99,300.0,Compound -6674610051222626059,0.0,20.0,0.0001,80.0,300.0,Compound 4247405441602488354,0.0,20.0,2.8e-05,3.2941,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,19.412206991952175,0.7385453091110227,Compound 4247405441602488354,Compound -6674610051222626059
6.0,209.63,6.0,6.0,0.94487,2468.91,0.2,6.0,271.76,6.0,6.0,0.71465,2058.42,300.0,Compound 1510190483889048105,0.0,20.0,0.0001,80.0,300.0,Compound 589525890238474819,0.0,20.0,9.2e-07,36.5796,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,6.537299880968736e-08,3.085378871743485e-10,Compound 589525890238474819,Compound 1510190483889048105
6.0,287.64,6.0,6.0,0.96971,2759.8,0.2,6.0,1.28,6.0,6.0,1.182,105.59,300.0,Compound 5861610535684078755,0.0,20.0,0.0001,80.0,300.0,Compound 7797820343735931145,0.0,20.0,9.8e-06,0.8347,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,8.632763545249438e-06,0.0013318704744900208,Compound 7797820343735931145,Compound 5861610535684078755
6.0,73.36,6.0,6.0,0.71501,0.86,0.2,6.0,14.84,6.0,6.0,1.03064,52.11,300.0,Compound -4559915016561298607,0.0,20.0,0.0001,80.0,300.0,Compound -6234066463587470363,0.0,20.0,3.5e-06,1054.6542,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,23.188908663193796,0.46774563348446635,Compound -6234066463587470363,Compound -4559915016561298607
6.0,168.71,6.0,6.0,1.12892,47.21,0.2,6.0,101.9,6.0,6.0,0.7821,1.08,300.0,Compound 5280766847791803568,0.0,20.0,0.0001,80.0,300.0,Compound 2522184267630506024,0.0,20.0,0.00077,449.966,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,23.100142568115267,2.9220538184719045,Compound 2522184267630506024,Compound 5280766847791803568
6.0,343.09,6.0,6.0,0.81294,3.83,0.2,6.0,187.86,6.0,6.0,1.16624,2836.14,300.0,Compound -4849946150673175752,0.0,20.0,0.0001,80.0,300.0,Compound 4827398578170562810,0.0,20.0,3.5e-05,49.9479,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,33.27214122304089,0.18503454756126325,Compound 4827398578170562810,Compound -4849946150673175752
6.0,122.27,6.0,6.0,0.92839,27.67,0.2,6.0,118.96,6.0,6.0,1.15384,0.44,300.0,Compound 423241981781434717,0.0,20.0,0.0001,80.0,300.0,Compound 1030576634160263533,0.0,20.0,1.7e-05,356.432,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,17.630069825208793,4.600396629139572,Compound 1030576634160263533,Compound 423241981781434717
6.0,294.05,6.0,6.0,1.18333,152.41,0.2,6.0,148.46,6.0,6.0,0.78028,24.58,300.0,Compound -8663197074856402124,0.0,20.0,0.0001,80.0,300.0,Compound 2335140659406036472,0.0,20.0,5.1e-05,27.4711,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,21.577181465588083,1.5692789494299493,Compound 2335140659406036472,Compound -8663197074856402124
6.0,443.47,6.0,6.0,0.71518,9.28,0.2,6.0,186.15,6.0,6.0,1.12577,0.86,300.0,Compound 6782261499608537785,0.0,20.0,0.0001,80.0,300.0,Compound 438516052154449115,0.0,20.0,3.7e-09,805.9598,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,37.30372034157679,1.747636913796506,Compound 438516052154449115,Compound 6782261499608537785
6.0,402.73,6.0,6.0,1.15025,48.77,0.2,6.0,430.7,6.0,6.0,0.79013,1567.7,300.0,Compound 3292800635665236593,0.0,20.0,0.0001,80.0,300.0,Compound -4289529193991701391,0.0,20.0,9.5e-05,4.185,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,21.62212679621189,0.048699105148139035,Compound -4289529193991701391,Compound 3292800635665236593
6.0,25.2,6.0,6.0,0.88553,173.21,0.2,6.0,2.69,6.0,6.0,0.81632,49.08,300.0,Compound -1921545520150226485,0.0,20.0,0.0001,80.0,300.0,Compound 1194033834055302587,0.0,20.0,3.9e-06,245.9541,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.927247200056017e-06,2.1144775363832358e-08,Compound 1194033834055302587,Compound -1921545520150226485
6.0,271.11,6.0,6.0,0.79709,1572.54,0.2,6.0,105.05,6.0,6.0,1.18707,1357.84,300.0,Compound -3372212790865458489,0.0,20.0,0.0001,80.0,300.0,Compound 672852145053342944,0.0,20.0,0.013,16.7477,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,0.0621477344940366,Compound 672852145053342944,Compound -3372212790865458489
6.0,405.83,6.0,6.0,0.84518,12.59,0.2,6.0,39.25,6.0,6.0,0.92293,6.79,300.0,Compound -2768664771065344131,0.0,20.0,0.0001,80.0,300.0,Compound 2415354442539468824,0.0,20.0,7.7e-07,216.7223,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,37.227729992007745,0.8329074692713755,Compound 2415354442539468824,Compound -2768664771065344131
6.0,334.32,6.0,6.0,1.03709,0.42,0.2,6.0,4.23,6.0,6.0,1.07384,87.04,300.0,Compound -8329380548389663088,0.0,20.0,0.0001,80.0,300.0,Compound -819145444172479866,0.0,20.0,3.1e-05,177.992,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.69237471356789,0.06446063053097814,Compound -819145444172479866,Compound -8329380548389663088
6.0,341.2,6.0,6.0,1.11183,3.57,0.2,6.0,306.21,6.0,6.0,0.91986,3.99,300.0,Compound 472306546498316649,0.0,20.0,0.0001,80.0,300.0,Compound -9057815826173913118,0.0,20.0,0.00021,0.3016,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,8.545189730536302,0.31469163435028596,Compound -9057815826173913118,Compound 472306546498316649
6.0,360.32,6.0,6.0,0.75975,0.26,0.2,6.0,2.06,6.0,6.0,1.02469,5.32,300.0,Compound -2827663258319670712,0.0,20.0,0.0001,80.0,300.0,Compound 7085897017393226368,0.0,20.0,6.7e-08,7.3845,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,45.861235835978746,0.04864789905934576,Compound 7085897017393226368,Compound -2827663258319670712
6.0,394.24,6.0,6.0,1.19947,181.21,0.2,6.0,13.29,6.0,6.0,1.11558,16.9,300.0,Compound -7303861386062166846,0.0,20.0,0.0001,80.0,300.0,Compound 6989431878543103108,0.0,20.0,2.3e-06,3057.4656,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,25.07907788875044,0.6035787915356683,Compound 6989431878543103108,Compound -7303861386062166846
6.0,422.82,6.0,6.0,0.72315,16.47,0.2,6.0,432.23,6.0,6.0,0.98977,0.11,300.0,Compound 2868621795503602976,0.0,20.0,0.0001,80.0,300.0,Compound 6493153281554644964,0.0,20.0,4.2e-07,16.488,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,33.05504627038424,2.5547835471995985,Compound 6493153281554644964,Compound 2868621795503602976
6.0,324.48,6.0,6.0,0.8035,1.19,0.2,6.0,3.74,6.0,6.0,0.84998,1.98,300.0,Compound 3070139433212381390,0.0,20.0,0.0001,80.0,300.0,Compound -2707920893722440121,0.0,20.0,3.4e-07,19.4559,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,42.729105708487324,0.08987681396631148,Compound -2707920893722440121,Compound 3070139433212381390
6.0,115.36,6.0,6.0,1.01988,0.12,0.2,6.0,3.83,6.0,6.0,1.19716,699.53,300.0,Compound 689476130434247279,0.0,20.0,0.0001,80.0,300.0,Compound -2626157613220915263,0.0,20.0,4.7e-05,63.9068,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,24.30249162377481,0.07756044416272384,Compound -2626157613220915263,Compound 689476130434247279
6.0,367.12,6.0,6.0,0.85656,307.63,0.2,6.0,8.21,6.0,6.0,0.95339,0.58,300.0,Compound -6437562401088172168,0.0,20.0,0.0001,80.0,300.0,Compound 1650621293850077468,0.0,20.0,0.00093,0.3162,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.043657460121342404,0.06670076319873938,Compound 1650621293850077468,Compound -6437562401088172168
6.0,370.67,6.0,6.0,0.83391,971.38,0.2,6.0,4.88,6.0,6.0,0.90021,0.22,300.0,Compound 5178689482835861468,0.0,20.0,0.0001,80.0,300.0,Compound -547925408633230034,0.0,20.0,0.094,211.3523,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,2.6767941568206712e-17,0.08709317196009758,Compound -547925408633230034,Compound 5178689482835861468
6.0,118.68,6.0,6.0,0.9683,0.15,0.2,6.0,49.85,6.0,6.0,0.96141,1.9,300.0,Compound -7033628495879526300,0.0,20.0,0.0001,80.0,300.0,Compound 8607900900964336772,0.0,20.0,3e-08,1015.5357,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,33.14816827015609,2.1928796786037097,Compound 8607900900964336772,Compound -7033628495879526300
6.0,361.95,6.0,6.0,1.04703,15.01,0.2,6.0,190.77,6.0,6.0,1.16516,0.3,300.0,Compound 8764339265625387637,0.0,20.0,0.0001,80.0,300.0,Compound -3265219935986950843,0.0,20.0,7.4e-06,459.008,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,39.583890889459255,1.7440190128612114,Compound -3265219935986950843,Compound 8764339265625387637
6.0,254.87,6.0,6.0,0.73056,3.27,0.2,6.0,10.21,6.0,6.0,0.92168,211.24,300.0,Compound -1776307207948720879,0.0,20.0,0.0001,80.0,300.0,Compound -2633865175405116793,0.0,20.0,2.3e-09,537.7022,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,38.025659738659456,0.08144762960220403,Compound -2633865175405116793,Compound -1776307207948720879
6.0,110.13,6.0,6.0,0.82996,163.26,0.2,6.0,2.68,6.0,6.0,1.01793,6.24,300.0,Compound 350765923018176659,0.0,20.0,0.0001,80.0,300.0,Compound -7561750521083525226,0.0,20.0,1.6e-06,54.0813,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.10699643975985082,0.06315753271200968,Compound -7561750521083525226,Compound 350765923018176659
6.0,213.92,6.0,6.0,1.00875,32.85,0.2,6.0,6.48,6.0,6.0,0.70982,128.74,300.0,Compound -5440798704453795242,0.0,20.0,0.0001,80.0,300.0,Compound 6474587552757476197,0.0,20.0,0.00018,16.3027,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,17.940126202151887,0.027845731559000518,Compound 6474587552757476197,Compound -5440798704453795242
6.0,374.26,6.0,6.0,0.74957,3.5,0.2,6.0,1.67,6.0,6.0,0.89811,2.2,300.0,Compound -1916937358267558169,0.0,20.0,0.0001,80.0,300.0,Compound 5173577720284048916,0.0,20.0,1.8e-05,301.9726,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.3141734515394,0.03687643021802296,Compound 5173577720284048916,Compound -1916937358267558169
6.0,168.18,6.0,6.0,0.94454,2.27,0.2,6.0,1.34,6.0,6.0,1.16216,174.8,300.0,Compound 8640436086703700740,0.0,20.0,0.0001,80.0,300.0,Compound -3082553011604635346,0.0,20.0,9.2e-06,17.4752,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,31.30616190571535,0.03963064902589335,Compound -3082553011604635346,Compound 8640436086703700740
6.0,229.37,6.0,6.0,0.72747,343.19,0.2,6.0,21.25,6.0,6.0,1.05161,12.18,300.0,Compound 3261106557263651830,0.0,20.0,0.0001,80.0,300.0,Compound -945040555092190944,0.0,20.0,0.00099,9.7923,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,0.7185885222482233,Compound -945040555092190944,Compound 3261106557263651830
6.0,261.17,6.0,6.0,1.19406,7.41,0.2,6.0,127.12,6.0,6.0,0.78101,932.97,300.0,Compound 7851961828260120855,0.0,20.0,0.0001,80.0,300.0,Compound 8175582240566002453,0.0,20.0,4.8e-07,96.1086,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,39.80123820820767,0.09460827141540898,Compound 8175582240566002453,Compound 7851961828260120855
