compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.koc,compound.metabolites.0.formation_fraction,compound.metabolites.0.metabolite.dt50.sediment,compound.metabolites.0.metabolite.dt50.soil,compound.metabolites.0.metabolite.dt50.surfaceWater,compound.metabolites.0.metabolite.dt50.system,compound.metabolites.0.metabolite.freundlich,compound.metabolites.0.metabolite.koc,compound.metabolites.0.metabolite.molarMass,compound.metabolites.0.metabolite.name,compound.metabolites.0.metabolite.plant_uptake,compound.metabolites.0.metabolite.reference_temperature,compound.metabolites.0.metabolite.vapor_pressure,compound.metabolites.0.metabolite.water_solubility,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,1.compound_pec,0.compound_name,1.compound_name
6.0,350.86,6.0,6.0,0.76739,400.08,0.2,6.0,250.62,6.0,6.0,0.76385,1774.67,300.0,Compound 2314911388130452780,0.0,20.0,0.0001,80.0,300.0,Compound -2178251908837616097,0.0,20.0,7.3e-05,21.5009,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.0691497341391613e-07,2.676591089164634e-10,Compound -2178251908837616097,Compound 2314911388130452780
6.0,123.15,6.0,6.0,0.92904,14.67,0.2,6.0,137.91,6.0,6.0,1.06428,86.07,300.0,Compound 2358156884616872100,0.0,20.0,0.0001,80.0,300.0,Compound 8816055479249439666,0.0,20.0,0.0029,7.1573,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,7.329152133149121,0.7021230822604542,Compound 8816055479249439666,Compound 2358156884616872100
6.0,93.54,6.0,6.0,0.81195,234.75,0.2,6.0,11.71,6.0,6.0,1.19898,1419.53,300.0,Compound 3508130761226268903,0.0,20.0,0.0001,80.0,300.0,Compound 4611970103652089163,0.0,20.0,1.2e-06,20.6085,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,3.2934079363520835e-05,0.0016410309710425436,Compound 4611970103652089163,Compound 3508130761226268903
6.0,426.25,6.0,6.0,0.72227,65.07,0.2,6.0,169.31,6.0,6.0,0.94869,1593.25,300.0,Compound 6580038612944698564,0.0,20.0,0.0001,80.0,300.0,Compound -147801936648474702,0.0,20.0,0.0001,74.8172,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,14.024056798964153,0.11698614483765124,Compound -147801936648474702,Compound 6580038612944698564
6.0,315.35,6.0,6.0,0.7782,586.06,0.2,6.0,14.8,6.0,6.0,1.10936,2568.7,300.0,Compound 1048661689204526333,0.0,20.0,0.0001,80.0,300.0,Compound 5717685728502615885,0.0,20.0,0.053,103.5419,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,2.3714420745124878e-06,Compound 5717685728502615885,Compound 1048661689204526333
6.0,66.14,6.0,6.0,0.96807,1011.31,0.2,6.0,32.81,6.0,6.0,1.04486,5.87,300.0,Compound 4994648826619437714,0.0,20.0,0.0001,80.0,300.0,Compound 4087671527107008961,0.0,20.0,5.3e-07,6034.9367,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,7.686112044831672e-06,2.403479629675343,Compound 4087671527107008961,Compound 4994648826619437714
6.0,395.3,6.0,6.0,0.81761,0.25,0.2,6.0,128.11,6.0,6.0,0.93382,0.18,300.0,Compound 3640163252424464656,0.0,20.0,0.0001,80.0,300.0,Compound -8281332770193201,0.0,20.0,2.2e-07,939.983,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,46.88280924525958,1.232472914468924,Compound -8281332770193201,Compound 3640163252424464656
6.0,56.36,6.0,6.0,1.11742,402.01,0.2,6.0,310.77,6.0,6.0,0.94978,8.39,300.0,Compound -4697652414204705266,0.0,20.0,0.0001,80.0,300.0,Compound 3239957618325698324,0.0,20.0,7.9e-05,935.4898,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.39906117792460905,7.906149209667739,Compound 3239957618325698324,Compound -4697652414204705266
6.0,351.65,6.0,6.0,1.19426,0.12,0.2,6.0,75.35,6.0,6.0,0.90673,2291.37,300.0,Compound 2240347092134603556,0.0,20.0,0.0001,80.0,300.0,Compound 5433526517255152099,0.0,20.0,7.5e-05,212.852,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,38.439541509473884,0.05589000202995496,Compound 5433526517255152099,Compound 2240347092134603556
6.0,401.29,6.0,6.0,0.94581,820.47,0.2,6.0,1.75,6.0,6.0,0.86525,1912.24,300.0,Compound 4754961621015754301,0.0,20.0,0.0001,80.0,300.0,Compound 5527381932839568093,0.0,20.0,4.9e-07,336.3092,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.3414016088277354,0.0001618218166661287,Compound 5527381932839568093,Compound 4754961621015754301
6.0,174.97,6.0,6.0,0.97648,3.26,0.2,6.0,71.29,6.0,6.0,0.83229,0.49,300.0,Compound -503158008513335845,0.0,20.0,0.0001,80.0,300.0,Compound -3829453683393431997,0.0,20.0,6.8e-07,8.139,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,34.82114687354917,2.0507068915531153,Compound -3829453683393431997,Compound -503158008513335845
6.0,33.81,6.0,6.0,0.82239,452.14,0.2,6.0,10.68,6.0,6.0,0.81598,0.65,300.0,Compound -1424743132807957710,0.0,20.0,0.0001,80.0,300.0,Compound -2956202902025328515,0.0,20.0,1.8e-07,104.7067,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,0.37132396279675817,Compound -2956202902025328515,Compound -1424743132807957710
6.0,228.95,6.0,6.0,0.72841,157.48,0.2,6.0,5.87,6.0,6.0,1.09676,75.43,300.0,Compound -6641274671268713215,0.0,20.0,0.0001,80.0,300.0,Compound 916601491124644387,0.0,20.0,3.6e-05,694.8043,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.17659526797529435,0.06572945224891563,Compound 916601491124644387,Compound -6641274671268713215
6.0,169.03,6.0,6.0,1.1133,2.85,0.2,6.0,214.89,6.0,6.0,0.81052,63.67,300.0,Compound 5936321517005688937,0.0,20.0,0.0001,80.0,300.0,Compound -5125463131676564271,0.0,20.0,0.00055,40.2607,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,18.32365977698438,0.32444442490805014,Compound -5125463131676564271,Compound 5936321517005688937
6.0,242.09,6.0,6.0,0.95922,1980.82,0.2,6.0,352.8,6.0,6.0,1.01936,17.73,300.0,Compound -8273997166862185186,0.0,20.0,0.0001,80.0,300.0,Compound 4664239186099577357,0.0,20.0,1.1e-07,45.0615,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,5.011870819191873e-05,7.591246070101703,Compound 4664239186099577357,Compound -8273997166862185186
6.0,334.99,6.0,6.0,0.99345,0.22,0.2,6.0,23.84,6.0,6.0,1.06201,82.43,300.0,Compound -4858259081788966002,0.0,20.0,0.0001,80.0,300.0,Compound 2218870435262661262,0.0,20.0,0.0041,6.7074,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,9.2510185591966,0.06261724219514915,Compound 2218870435262661262,Compound -4858259081788966002
6.0,374.54,6.0,6.0,0.88883,0.18,0.2,6.0,5.25,6.0,6.0,1.1066,76.48,300.0,Compound 3989200064717835846,0.0,20.0,0.0001,80.0,300.0,Compound -2780067196701305836,0.0,20.0,1.9e-06,680.3523,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,46.66444882436491,0.08522475818968682,Compound -2780067196701305836,Compound 3989200064717835846
6.0,100.39,6.0,6.0,1.08721,2881.21,0.2,6.0,2.11,6.0,6.0,1.15396,0.11,300.0,Compound 2694040290330504945,0.0,20.0,0.0001,80.0,300.0,Compound -4598286200293747116,0.0,20.0,2.8e-05,53.8794,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.000840805717707623,0.03902326523265233,Compound -4598286200293747116,Compound 2694040290330504945
6.0,301.8,6.0,6.0,0.84162,1.29,0.2,6.0,72.29,6.0,6.0,0.78748,227.13,300.0,Compound -1159845248332106229,0.0,20.0,0.0001,80.0,300.0,Compound -1418657467109098440,0.0,20.0,9.3e-08,146.7657,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,42.46575419225793,0.09518272013706311,Compound -1418657467109098440,Compound -1159845248332106229
6.0,320.71,6.0,6.0,0.79533,0.94,0.2,6.0,114.54,6.0,6.0,1.01409,368.95,300.0,Compound 1267354964482965265,0.0,20.0,0.0001,80.0,300.0,Compound -316694803119472024,0.0,20.0,1.3e-05,2.1204,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,23.80338580310208,0.1271394625217628,Compound -316694803119472024,Compound 1267354964482965265
6.0,140.15,6.0,6.0,0.97325,421.33,0.2,6.0,22.85,6.0,6.0,0.95307,268.83,300.0,Compound 4302949620281758506,0.0,20.0,0.0001,80.0,300.0,Compound 7483031218247524198,0.0,20.0,5.3e-06,78.2725,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.3206281238307701,0.014483394107763406,Compound 7483031218247524198,Compound 4302949620281758506
6.0,178.36,6.0,6.0,0.87997,283.65,0.2,6.0,28.41,6.0,6.0,0.96733,4.34,300.0,Compound 4250104792352514256,0.0,20.0,0.0001,80.0,300.0,Compound 4234684364835675337,0.0,20.0,2.6e-07,51.5823,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.3985346474373592,2.332296790115264,Compound 4234684364835675337,Compound 4250104792352514256
6.0,112.5,6.0,6.0,0.97222,2375.82,0.2,6.0,6.44,6.0,6.0,1.05995,5.89,300.0,Compound 8353669721735823028,0.0,20.0,0.0001,80.0,300.0,Compound -7917130030054916838,0.0,20.0,4.7e-07,3.7267,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.7791238229942604e-07,0.20673917038135947,Compound -7917130030054916838,Compound 8353669721735823028
6.0,28.49,6.0,6.0,0.916,75.04,0.2,6.0,12.38,6.0,6.0,1.01688,32.32,300.0,Compound 5276286371947770207,0.0,20.0,0.0001,80.0,300.0,Compound 4131724522668422112,0.0,20.0,2.9e-05,44.0201,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.08430583382744086,0.15976488105026176,Compound 4131724522668422112,Compound 5276286371947770207
6.0,111.67,6.0,6.0,0.71565,247.92,0.2,6.0,47.88,6.0,6.0,0.74243,1.91,300.0,Compound 4195245243221605330,0.0,20.0,0.0001,80.0,300.0,Compound -6400429299924661664,0.0,20.0,4.1e-05,175.6212,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,3.234442982681549,Compound -6400429299924661664,Compound 4195245243221605330
6.0,28.46,6.0,6.0,0.74252,42.05,0.2,6.0,2.55,6.0,6.0,0.70142,1441.96,300.0,Compound -3564362504659993381,0.0,20.0,0.0001,80.0,300.0,Compound -3278746924968516557,0.0,20.0,1.6e-05,541.7385,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.848899204797224e-05,3.142895190752977e-07,Compound -3278746924968516557,Compound -3564362504659993381
6.0,6.31,6.0,6.0,1.19169,504.19,0.2,6.0,21.11,6.0,6.0,0.7159,877.01,300.0,Compound 3388231290633766988,0.0,20.0,0.0001,80.0,300.0,Compound -164281159298528987,0.0,20.0,4.7e-08,17.9587,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0002306066340766324,7.429349155787039e-06,Compound -164281159298528987,Compound 3388231290633766988
6.0,238.49,6.0,6.0,1.04332,11.42,0.2,6.0,1.19,6.0,6.0,0.8617,21.76,300.0,Compound 264214026978667296,0.0,20.0,0.0001,80.0,300.0,Compound -2025515067109488460,0.0,20.0,0.00022,3531.6682,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,36.16378214771345,0.027538376239159557,Compound -2025515067109488460,Compound 264214026978667296
6.0,54.84,6.0,6.0,0.72235,6.73,0.2,6.0,31.28,6.0,6.0,1.01174,26.84,300.0,Compound -3882852299006312162,0.0,20.0,0.0001,80.0,300.0,Compound 7638570686453997953,0.0,20.0,4.3e-07,169.5651,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,9.695997483307309,1.5607389146397357,Compound 7638570686453997953,Compound -3882852299006312162
6.0,324.94,6.0,6.0,0.8949,962.14,0.2,6.0,88.89,6.0,6.0,0.94256,11.91,300.0,Compound 4718002143068151603,0.0,20.0,0.0001,80.0,300.0,Compound 4865065066293531767,0.0,20.0,9.3e-07,100.1331,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0007351690143759914,4.515683716843572,Compound 4865065066293531767,Compound 4718002143068151603
6.0,308.38,6.0,6.0,1.03919,1.42,0.2,6.0,285.89,6.0,6.0,1.17916,2.62,300.0,Compound -4543331222214894996,0.0,20.0,0.0001,80.0,300.0,Compound -4848262723004880976,0.0,20.0,2.2e-07,6.3007,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.232883186871284,1.7483261421969065,Compound -4848262723004880976,Compound -4543331222214894996
6.0,278.01,6.0,6.0,0.88739,3.03,0.2,6.0,41.78,6.0,6.0,1.0616,0.94,300.0,Compound -3749499666058630122,0.0,20.0,0.0001,80.0,300.0,Compound -1778296395049496151,0.0,20.0,1.2e-09,917.9756,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.280884569570794,1.1327642955812882,Compound -1778296395049496151,Compound -3749499666058630122
6.0,425.99,6.0,6.0,1.08165,1043.72,0.2,6.0,1.29,6.0,6.0,0.73907,8.02,300.0,Compound 199039436397558893,0.0,20.0,0.0001,80.0,300.0,Compound 4928100942784086517,0.0,20.0,0.006,4259.7828,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,2.5641770768810543,0.0028453694617836477,Compound 4928100942784086517,Compound 199039436397558893
6.0,240.2,6.0,6.0,0.70524,2067.1,0.2,6.0,328.57,6.0,6.0,0.78678,39.68,300.0,Compound -3034083770044350609,0.0,20.0,0.0001,80.0,300.0,Compound 16780017836109274,0.0,20.0,3.2e-05,1163.1584,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,3.4670355690066224,Compound 16780017836109274,Compound -3034083770044350609
6.0,342.51,6.0,6.0,1.19171,108.47,0.2,6.0,20.43,6.0,6.0,1.07704,17.86,300.0,Compound -703692915669173502,0.0,20.0,0.0001,80.0,300.0,Compound 5508583719888863672,0.0,20.0,0.00011,1671.2015,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,28.07569107171993,0.8170567362397909,Compound 5508583719888863672,Compound -703692915669173502
6.0,328.25,6.0,6.0,1.10424,58.62,0.2,6.0,9.6,6.0,6.0,1.03738,0.52,300.0,Compound -4074125356783411018,0.0,20.0,0.0001,80.0,300.0,Compound -8865541103741430340,0.0,20.0,0.028,123.311,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,10.22957009833506,0.1456953635839346,Compound -8865541103741430340,Compound -4074125356783411018
6.0,165.63,6.0,6.0,1.19369,0.76,0.2,6.0,11.38,6.0,6.0,1.14769,532.04,300.0,Compound 7303508443660462632,0.0,20.0,0.0001,80.0,300.0,Compound 4817918080822111871,0.0,20.0,4.1e-05,3.705,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,18.257479213556373,0.08151469011381211,Compound 4817918080822111871,Compound 7303508443660462632
6.0,144.36,6.0,6.0,0.99355,0.28,0.2,6.0,237.79,6.0,6.0,0.9204,0.55,300.0,Compound -8434504215877881655,0.0,20.0,0.0001,80.0,300.0,Compound -2956299296701900648,0.0,20.0,2.3e-05,80.3864,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,30.934875149286455,2.7226096899937096,Compound -2956299296701900648,Compound -8434504215877881655
6.0,135.14,6.0,6.0,1.16553,850.88,0.2,6.0,4.09,6.0,6.0,1.00216,26.02,300.0,Compound 2894106976501106833,0.0,20.0,0.0001,80.0,300.0,Compound -8316868766249189185,0.0,20.0,2e-05,20.865,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.073253296479479,0.05586010103220298,Compound -8316868766249189185,Compound 2894106976501106833
6.0,224.99,6.0,6.0,1.19368,46.62,0.2,6.0,68.32,6.0,6.0,0.92478,9.26,300.0,Compound -3676916515860953595,0.0,20.0,0.0001,80.0,300.0,Compound -7726779690497379329,0.0,20.0,3.6e-07,9.26,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,30.262998281201604,1.8096915843039687,Compound -7726779690497379329,Compound -3676916515860953595
6.0,179.6,6.0,6.0,0.9611,4.16,0.2,6.0,4.8,6.0,6.0,0.85093,2706.23,300.0,Compound 275228892268317134,0.0,20.0,0.0001,80.0,300.0,Compound -4626687566858261733,0.0,20.0,1.9e-05,17.8923,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,29.08557509284891,0.043558198855654484,Compound -4626687566858261733,Compound 275228892268317134
6.0,316.83,6.0,6.0,0.71645,3.94,0.2,6.0,5.37,6.0,6.0,1.05852,1.71,300.0,Compound -7676455012756182849,0.0,20.0,0.0001,80.0,300.0,Compound -1360455598814588362,0.0,20.0,3.1e-05,7.3638,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,24.195263815772435,0.10950083304123992,Compound -1360455598814588362,Compound -7676455012756182849
6.0,57.01,6.0,6.0,0.96549,17.35,0.2,6.0,12.12,6.0,6.0,1.10037,155.32,300.0,Compound 2513928837720284852,0.0,20.0,0.0001,80.0,300.0,Compound -3708644836108581486,0.0,20.0,1.6e-08,60.2482,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,10.542639515460191,0.2806585855842848,Compound -3708644836108581486,Compound 2513928837720284852
6.0,426.96,6.0,6.0,0.81385,376.43,0.2,6.0,230.51,6.0,6.0,0.93594,0.16,300.0,Compound -608195222619842314,0.0,20.0,0.0001,80.0,300.0,Compound -3663894647979476065,0.0,20.0,1.2e-07,46.4156,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.31867377529882596,8.10584316431828,Compound -3663894647979476065,Compound -608195222619842314
6.0,272.58,6.0,6.0,0.73891,46.49,0.2,6.0,5.12,6.0,6.0,0.98153,6.49,300.0,Compound 1716671202348332103,0.0,20.0,0.0001,80.0,300.0,Compound -4890608611185584351,0.0,20.0,0.0013,0.9643,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.2550166794620572,0.04475657103447703,Compound -4890608611185584351,Compound 1716671202348332103
6.0,364.53,6.0,6.0,1.04351,131.86,0.2,6.0,4.39,6.0,6.0,0.95405,0.21,300.0,Compound -7821113817200036772,0.0,20.0,0.0001,80.0,300.0,Compound -8823786074691778931,0.0,20.0,7.6e-05,2075.2697,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,20.785082485294883,0.24809033096473382,Compound -8823786074691778931,Compound -7821113817200036772
6.0,156.91,6.0,6.0,1.10847,467.59,0.2,6.0,22.04,6.0,6.0,1.02265,278.62,300.0,Compound -7860153636112094833,0.0,20.0,0.0001,80.0,300.0,Compound 777925019540803432,0.0,20.0,5.1e-05,2030.2644,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,2.5339378117570277,0.08888583282830637,Compound 777925019540803432,Compound -7860153636112094833
6.0,125.23,6.0,6.0,1.18578,28.65,0.2,6.0,22.48,6.0,6.0,1.03695,0.1,300.0,Compound -3221198007367572835,0.0,20.0,0.0001,80.0,300.0,Compound -6045997718620191864,0.0,20.0,1.2e-05,94.9091,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,24.594385394761332,1.4580150099824722,Compound -6045997718620191864,Compound -3221198007367572835
6.0,102.33,6.0,6.0,0.82735,48.28,0.2,6.0,9.13,6.0,6.0,1.10319,30.74,300.0,Compound 8669954806248107644,0.0,20.0,0.0001,80.0,300.0,Compound 2677616095518207064,0.0,20.0,2.1e-06,3.9926,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.597966264211702,0.413653448369329,Compound 2677616095518207064,Compound 8669954806248107644
6.0,307.56,6.0,6.0,1.01684,1.7,0.2,6.0,1.55,6.0,6.0,0.9535,9.4,300.0,Compound -2105169012431091588,0.0,20.0,0.0001,80.0,300.0,Compound -4175360883760231240,0.0,20.0,9.4e-07,324.3136,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.15532367422812,0.03814565251755311,Compound -4175360883760231240,Compound -2105169012431091588
6.0,429.03,6.0,6.0,1.14575,0.19,0.2,6.0,182.3,6.0,6.0,0.88802,2281.34,300.0,Compound 163094266238070975,0.0,20.0,0.0001,80.0,300.0,Compound -670720955709002128,0.0,20.0,1.6e-05,1448.4966,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,47.63016038142665,0.06523391235222212,Compound -670720955709002128,Compound 163094266238070975
6.0,359.61,6.0,6.0,0.83366,9.4,0.2,6.0,313.06,6.0,6.0,0.84904,0.12,300.0,Compound 303769866725591197,0.0,20.0,0.0001,80.0,300.0,Compound 3341239819781250530,0.0,20.0,0.0057,285.3603,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,19.95381885441688,0.929334312858221,Compound 3341239819781250530,Compound 303769866725591197
6.0,360.38,6.0,6.0,0.96277,4.68,0.2,6.0,38.61,6.0,6.0,1.13932,25.19,300.0,Compound 6472137142270380768,0.0,20.0,0.0001,80.0,300.0,Compound 6165694759085405777,0.0,20.0,2.6e-06,1.6388,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,32.539330359426884,0.5366805186743455,Compound 6165694759085405777,Compound 6472137142270380768
